학년,전공,교과코드-구분,과목명,학점,담당교수,시간,강의실
1,교양,CLTR223-044,물리학실험 I,1,배홍섭,"수8A,8B 9A,9B",상주캠퍼스 제5호관-412
1,교양,CLTR223-045,물리학실험 I,1,배홍섭,"목6A,6B 7A,7B",상주캠퍼스 제5호관-412
2,전공,AERO213-001,원격탐사개론,3,조명희,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제8호관-105
2,전공필수,AERO215-001,GIS의 기초,3,김성재,"화2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-105
2,전공,AERO216-001,지적정보론,3,백승렬,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-105
2,전공,AERO217-001,측량정보공학,3,장민균,"목6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제8호관-105
2,전공,AERO218-001,디지털지도학,3,장민균,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-105
2,전공,AERO219-001,공간정보프로그래밍1,3,이병직,"수6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제8호관-413
2,교양,CLTR185-003,인간과주거문화,3,서윤규,"금1A,1B,2A 2B,3A,3B",상주캠퍼스 제9호관-103
3,전공,AERO225-001,위성측위학,3,이원희,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제8호관-301
3,전공,AERO226-001,3차원GIS 및 실습,3,정윤재,"목6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제8호관-413
3,전공,AERO227-001,첨단위성영상분석,3,한유경,"화2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-413
3,전공,AERO228-001,항공수치사진측량,3,이원희,"수6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제8호관-301
3,전공,AERO229-001,GIS공간분석,3,정윤재,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-413
3,전공,AERO230-001,WebGIS프로그래밍,3,이병직,"수1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-413
4,전공,AERO237-001,수치지형모델링,3,백승렬,"수6A,6B 7A,7B 8A,8B",상주캠퍼스 제8호관-105
4,전공,AERO238-001,지능형교통정보체계,3,장민균,"월6A,6B 7A,7B 8A,8B",상주캠퍼스 제8호관-105
4,전공,AERO239-001,수자원 및 방재 GIS,3,장민균,"월2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-105
4,전공,AERO240-001,비즈니스 GIS,3,,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제8호관-303
4,전공,AERO241-001,전공실무영어1,3,한유경,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-301
4,전공필수,AERO242-001,위성정보공학과제1,3,조명희,"화1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-303
2,교양,CLTR185-003,인간과주거문화,3,서윤규,"금1A,1B,2A 2B,3A,3B",상주캠퍼스 제9호관-103
2,전공필수,PLEN214-001,플랜트구조역학,3,이수헌,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-102
2,전공,PLEN227-001,플랜트CAD,3,이수헌,"월6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제8호관-413
2,전공,PLEN251-001,프로그래밍언어 실습,3,서동준,"화1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-418
2,전공,PLEN252-001,디지털시스템,3,김상현,"수6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-102
2,전공,PLEN253-001,신호 및 시스템공학,3,김상현,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-418
3,전공,PLEN223-001,구조진동공학,3,이수헌,"목6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-102
3,전공,PLEN225-001,플랜트설비기기,3,금상택,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-102
3,전공,PLEN226-001,플랜트전기계장,3,이봉락,"화1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-402
3,전공,PLEN227-002,플랜트CAD,3,강병수,"월1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제8호관-413
3,전공,PLEN255-001,플랜트정보시스템,3,서동준,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-402
3,전공,PLEN256-001,플랜트통신시스템,3,김상현,"월6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-418
4,전공,PLEN228-001,플랜트공정제어,3,이봉락,"화6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제9호관-402
4,전공,PLEN235-001,플랜트유공압시스템,3,김기범,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제9호관-110
4,전공,PLEN240-001,프로젝트관리체계,3,강병수,"목6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-110
4,전공,PLEN243-001,플랜트공학과제,3,강병수,"수6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제8호관-313
4,전공,PLEN259-001,로봇프로그래밍,3,서동준,"월6A,6B 7A,7B 8A,8B",상주캠퍼스 제9호관-402
*,교양,CLTR134-004,음악의 이해,3,정유원,"금4A,4B,5A 5B,6A,6B",상주캠퍼스 도서관 및 10호관-405
*,교양,CLTR609-003,성격의 재발견,3,배선윤,"금1A,1B,2A 2B,3A,3B",상주캠퍼스 도서관 및 10호관-308
1,교양,CLTR045-033,논리와 비판적 사고,3,박효엽,"월7A,7B,8A 8B,9A,9B",상주캠퍼스 도서관 및 10호관-405
1,교양,CLTR246-024,일반생명과학Ⅰ,3,최성철,"월1A,1B,2A 2B,3A,3B",상주캠퍼스 도서관 및 10호관-303
1,교양,CLTR515-006,과학기술과 윤리,3,배성민,"화7A,7B,8A 8B,9A,9B",상주캠퍼스 제9호관-115
1,전공,DEHY251-001,치의학용어,2,서연호,"수5A,5B 6A,6B",상주캠퍼스 제3호관-305
1,전공,DEHY252-001,치위생학입문Ⅰ(치아질환),3,송근배,"목6A,6B 7A,7B 8A,8B",상주캠퍼스 제3호관-303
2,전공필수,DEHY212-001,치위생학개론,2,김기림,"화2A,2B 3A,3B",상주캠퍼스 제3호관-303
2,전공,DEHY272-001,기초치위생학(구강미생물 및 면역),3,김기림,"수1A,1B 2A,2B 3A,3B",상주캠퍼스 제3호관-303
2,전공,DEHY276-001,기초치위생학(구강생리),2,김기림,"월7A,7B 8A,8B",상주캠퍼스 제3호관-303
2,전공,DEHY279-001,임상치위생학 및 실습 1,3,정윤숙,"화6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제3호관-204
2,전공,DEHY283-001,치과재료학 및 실습,3,조민정,"목5A,5B 6A,6B 7A,7B 8A,8B",상주캠퍼스 제3호관-102
2,전공필수,DEHY285-001,치위생 사회봉사,1,김기림,"금1A,1B 2A,2B",상주캠퍼스 제3호관-305
2,전공,DEHY336-001,구강악안면영상학,3,김은경,"수5A,5B 6A,6B 7A,7B",상주캠퍼스 제3호관-303
2,전공,MEDI220-002,공중보건학,2,조민정,"목2A,2B 3A,3B",상주캠퍼스 제3호관-305
3,전공필수,DEHY232-001,현장임상실습 Ⅰ,5,김은경,,-
3,전공,DEHY287-001,임상치위생학 및 실습 3,3,김영석,"월5A,5B 6A,6B 7A,7B 8A,8B",상주캠퍼스 제3호관-106
3,전공,DEHY290-001,임상치과학(치과교정),2,김은경,"수2A,2B 3A,3B",상주캠퍼스 제3호관-305
3,전공,DEHY297-001,임상치과학(구강내과),2,김은경,"화5A,5B 6A,6B",상주캠퍼스 제3호관-303
3,전공,DEHY325-001,치위생교육학 및 실습,3,김영석,"목5A,5B 6A,6B 7A,7B 8A,8B",상주캠퍼스 제3호관-305
4,전공필수,DEHY238-001,현장임상실습 Ⅱ,5,김영석,,-
4,전공,DEHY266-001,보건프로그램개발 및 평가,2,조민정,"수6A,6B 7A,7B",상주캠퍼스 제3호관-102
4,전공,DEHY308-001,임상치위생학 및 실습 5,3,김영석,"수1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제3호관-106
4,전공필수,DEHY326-001,지역사회치위생 실습,2,김영석,"월1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제3호관-305
4,전공,DEHY327-001,구강보건통계학 및 실습,2,정윤숙,"화2A,2B 3A,3B 4A,4B",상주캠퍼스 도서관 및 10호관-401
4,전공,DEHY328-001,치위생 연구조사방법론,2,김영석,"화7A,7B 8A,8B",상주캠퍼스 제3호관-305
4,전공,DEHY329-001,구강보건행정학,2,김은경,"목2A,2B 3A,3B",상주캠퍼스 제3호관-303
*,교양,CLTR195-003,C/C++프로그래밍기초,3,서정훈,"월1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 도서관 및 10호관-310
*,교양,CLTR262-001,SW와 문제해결 기초,3,김성훈,"수7A,7B,8A 8B,9A,9B",상주캠퍼스 도서관 및 10호관-401
*,교양,CLTR372-001,인공지능의 이해,3,김성훈,"목7A,7B,8A 8B,9A,9B",상주캠퍼스 도서관 및 10호관-401
*,교양,CLTR373-002,빅데이터 기초 실습,3,최창훈,"화1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 도서관 및 10호관-310
*,교양,CLTR373-003,빅데이터 기초 실습,3,최창훈,"화6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 도서관 및 10호관-310
*,교양,CLTR620-002,통일과 남북한 관계의 이해,3,최경용,"수4A,4B,5A 5B,6A,6B",상주캠퍼스 도서관 및 10호관-405
1,교양,CLTR078-016,심리학의이해,3,임종민,"월1A,1B 2A,2B 3A,3B",상주캠퍼스 제9호관-103
1,교양,CLTR205-040,대학글쓰기,3,,"수7A,7B,8A 8B,9A,9B",상주캠퍼스 도서관 및 10호관-105-1
1,교양,CLTR211-046,수학 I,3,,"목7A,7B,8A 8B,9A,9B",상주캠퍼스 제9호관-103
1,전공,SOFT301-001,ICT이해와 활용,3,조형주,"금2A,2B 3A,3B 4A,4B",상주캠퍼스 제5호관-409
1,전공,SOFT321-001,프로그래밍언어1,3,서정훈,"화2A,2B 3A,3B 4A,4B",상주캠퍼스 제5호관-409
2,교양,CLTR003-014,실용화법,3,김정아,"금4A,4B,5A 5B,6A,6B",상주캠퍼스 도서관 및 10호관-301
2,전공,SOFT323-001,프로그래밍언어3,3,서정훈,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제5호관-207
2,전공,SOFT337-001,JAVA1,3,최창훈,"월6A,6B 7A,7B 8A,8B",상주캠퍼스 제5호관-209
2,전공필수,SOFT341-001,데이터구조론,3,조형주,"목6A,6B 7A,7B 8A,8B",상주캠퍼스 제5호관-409
2,전공,SOFT355-001,리눅스이론및실습,3,김성훈,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제5호관-311
2,전공,SOFT361-001,소프트웨어공학론,3,송치양,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제5호관-409
3,전공,SOFT313-001,컴퓨터구조개론,3,최창훈,"수2A,2B 3A,3B 4A,4B",상주캠퍼스 제5호관-409
3,전공,SOFT343-001,정보처리알고리즘,3,김성훈,"화2A,2B 3A,3B 4A,4B",상주캠퍼스 제5호관-311
3,전공,SOFT345-001,데이터베이스개론,3,조형주,"월6A,6B 7A,7B 8A,8B",상주캠퍼스 제5호관-409
3,전공,SOFT363-001,응용소프트웨어설계,3,서정훈,"목2A,2B 3A,3B 4A,4B",상주캠퍼스 제5호관-207
3,전공,SOFT412-001,웹프로그래밍2,3,송치양,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제5호관-309
4,전공,SOFT358-001,서버시스템구축및운영,3,김성훈,"수1A,1B 2A,2B 3A,3B 4A,4B",상주캠퍼스 제5호관-311
4,전공,SOFT425-001,모바일소프트웨어,3,송치양,"월6A,6B 7A,7B 8A,8B",상주캠퍼스 제5호관-309
4,전공,SOFT471-001,소프트웨어프로젝트1,3,송치양,"수6A,6B 7A,7B 8A,8B 9A,9B",상주캠퍼스 제5호관-409
*,교양,CLTR706-001,리더십(지휘통솔),3,신순철,"화6A,6B 7A,7B 8A,8B",상주캠퍼스 제1호관-311
*,교양,CLTR283-001,면접기법,1,강보영,"금1A,1B 2A,2B",정보전산원(전자계산소)-402
*,교양,CLTR283-002,면접기법,1,강보영,"금3A,3B 4A,4B",정보전산원(전자계산소)-402
*,교양,CLTR283-003,면접기법,1,강보영,"목8A,8B 9A,9B",상주캠퍼스 제9호관-115
*,교양,CLTR287-001,여대생진로설계와 실천전략,3,강보영,"월1A,1B,2A 2B,3A,3B",복지관-A403-17
*,교양,CLTR289-001,직업세계의 이해,2,강보영,"목2A,2B 3A,3B 4A,4B",정보전산원(전자계산소)-117
*,교양,CLTR289-002,직업세계의 이해,2,강보영,"수7A,7B 8A,8B 9A,9B",상주캠퍼스 학생회관-103
*,교양,CLTR549-001,자기 이해와 진로설계,1,강보영,"수5A,5B 6A,6B",정보전산원(전자계산소)-402
*,교양,CLTR549-002,자기 이해와 진로설계,1,강보영,"수8A,8B 9A,9B",정보전산원(전자계산소)-402
*,교양,CLTR371-001,4.0시대의 글로벌 기업가 정신,2,추승연,"월10A,10B 11A,11B",KNU글로벌프라자-801
*,교양,CLTR732-001,창업과 경영,3,정우현,"화7A,7B,8A 목7A,7B,8A",복현회관-206
*,교양,CLTR733-001,사회적기업 창업,3,정우현,"화8B,9A,9B 목8B,9A,9B",복현회관-206
*,교양,CLTR737-001,알기쉬운 창업마케팅,3,박지선,"화2B,3A,3B 목1A,1B,2A",복현회관-208
*,교양,CLTR738-001,혼자 준비하는 창업실무,3,김보라,"화5B,6A,6B 목5B,6A,6B",복현회관-208
*,교양,CLTR739-001,창업가 정신,3,김미란,"화1A,1B,2A 목2B,3A,3B",복현회관-206
*,교양,CLTR739-002,창업가 정신,3,이영목,"월4A,4B,5A 5B,6A,6B",상주캠퍼스 도서관 및 10호관-405
*,교양,CLTR761-001,창조성개발과 혁신창업,3,김미란,"화2B,3A,3B 목1A,1B,2A",복현회관-206
*,교양,CLTR762-001,소셜미디어와 창업전략,3,김보라,"화7A,7B,8A 목7A,7B,8A",복현회관-208
*,교양,CLTR765-001,3D콘텐츠산업과 창업,3,이일용,"금5A,5B 6A,6B 7A,7B 8A,8B",복현회관-208
*,교양,CLTR779-002,나의 첫 사업제안서,3,박효정,"월5B,6A,6B 금5B,6A,6B",복현회관-206
*,자유선택,STUP301-001,창업준비실습,3,추승연,,-
*,자유선택,STUP302-001,창업훈련실습,3,추승연,,-
*,자유선택,STUP303-001,창업활동실습1,3,추승연,,-
*,자유선택,STUP304-001,창업활동실습2,3,추승연,,-
*,자유선택,STUP311-001,창업현장실습,18,추승연,,-
*,교양,CLTR008-001,해외어학연수2,9,,,-
*,교양,CLTR301-001,Korean Language I,3,김영미,"월10A,10B,11A 수10A,10B,11A",외국어교육관-414
*,교양,CLTR301-002,Korean Language I,3,서은영,"월10A,10B,11A 수10A,10B,11A",외국어교육관-415
*,교양,CLTR301-003,Korean Language I,3,김영미,"월11B,12A,12B 수11B,12A,12B",외국어교육관-414
*,교양,CLTR301-004,Korean Language I,3,강이경,"월11B,12A,12B 수11B,12A,12B",외국어교육관-415
*,교양,CLTR301-005,Korean Language I,3,김도연,"화10A,10B,11A 목10A,10B,11A",외국어교육관-414
*,교양,CLTR301-006,Korean Language I,3,강윤희,"화10A,10B,11A 목10A,10B,11A",외국어교육관-415
*,교양,CLTR301-007,Korean Language I,3,이수진,"화11B,12A,12B 목11B,12A,12B",외국어교육관-414
*,교양,CLTR301-008,Korean Language I,3,심영택,"금1A,1B,2A 2B,3A,3B",상주캠퍼스 제5호관-407
*,교양,CLTR302-001,Korean Language II,3,안민지,"월10A,10B,11A 수10A,10B,11A",외국어교육관-416
*,교양,CLTR302-002,Korean Language II,3,임태성,"월11B,12A,12B 수11B,12A,12B",외국어교육관-416
*,교양,CLTR302-003,Korean Language II,3,채은경,"화10A,10B,11A 목10A,10B,11A",외국어교육관-416
*,교양,CLTR302-004,Korean Language II,3,심영택,"금4A,4B 5A,5B 6A,6B",상주캠퍼스 제5호관-407
*,교양,CLTR313-001,Modern Korean Society,3,"거리게스, 스테판 레스터","월1A,1B,2A 수2B,3A,3B",인문대학-110
*,교양,CLTR327-001,Korean Language III,3,안주현,"화11B,12A,12B 목11B,12A,12B",외국어교육관-426
*,교양,CLTR327-002,Korean Language III,3,김령환,"월10A,10B,11A 수10A,10B,11A",외국어교육관-426
*,교양,CLTR351-001,Academic Writing & Study Skills,3,"갈스터, 네이슨 존","수1A,1B,2A 금2B,3A,3B",법과대학(법학전문대학원)-101
*,교양,CLTR352-001,Business Communication & Writing Skills,3,"프리만, 트로이 크리스찬","월1A,1B,2A 수2B,3A,3B",KNU글로벌프라자-510
*,교양,CLTR353-001,Practical Korean Writing,3,이갑진,"월2B,3A,3B 금1A,1B,2A",KNU글로벌프라자-307
*,교양,CLTR353-002,Practical Korean Writing,3,김예니,"화8B,9A,9B 목8B,9A,9B",KNU글로벌프라자-307
*,교양,CLTR353-003,Practical Korean Writing,3,심영택,"월1A,1B,2A 2B,3A,3B",상주캠퍼스 제5호관-407
*,교양,CLTR354-001,Practical Korean Listening,3,권유은,"월8B,9A,9B 수7A,7B,8A",KNU글로벌프라자-508
*,교양,CLTR354-002,Practical Korean Listening,3,현영희,"화5B,6A,6B 목5B,6A,6B",KNU글로벌프라자-508
*,교양,CLTR354-003,Practical Korean Listening,3,오선영,"월1A,1B,2A 수2B,3A,3B",KNU글로벌프라자-502
*,교양,CLTR359-001,Korea in Motion: Korean Film and the Korean Wave,3,박문칠,"수5A,5B 6A,6B 7A,7B",공대12호관-211
*,교양,CLTR361-001,South Korea and International Relations,3,이규철,"수4A,4B,5A 5B,6A,6B",사회과학대학-102
*,교양,CLTR366-001,Academic Korean Speaking,3,박유진,"화8B,9A,9B 목8B,9A,9B",KNU글로벌프라자-510
*,교양,CLTR366-002,Academic Korean Speaking,3,남수정,"수8B,9A,9B 금8B,9A,9B",KNU글로벌프라자-308
*,교양,CLTR366-003,Academic Korean Speaking,3,김현정,"월1A,1B,2A 수2B,3A,3B",KNU글로벌프라자-307
*,교양,CLTR367-001,Academic Korean Reading,3,최지현,"월7A,7B,8A 금7A,7B,8A",KNU글로벌프라자-508
*,교양,CLTR367-002,Academic Korean Reading,3,김정아,"화5B,6A,6B 목5B,6A,6B",공대12호관-211
*,교양,CLTR756-001,EU and Global Development,3,"톰슨, 벤자민 크리스토퍼","화7A,7B,8A 목7A,7B,8A",사회과학대학-152
*,교양,CLTR771-001,학습설계,1,오정일,"월7A,7B",종합정보센타-405
*,교직,TCHR528-007,특수교육학개론,2,이위환,"월5A,5B 6A,6B",상주캠퍼스 도서관 및 10호관-105-1
*,교직,TCHR552-003,교육봉사활동 2,2,박용찬,,-
*,교직,TCHR604-006,교육방법및교육공학,2,박은실,"월1A,1B 2A,2B",상주캠퍼스 도서관 및 10호관-211
*,교직,TCHR607-007,교육심리,2,이위환,"월3A,3B 4A,4B",상주캠퍼스 도서관 및 10호관-105-1
*,교직,TCHR609-007,교육철학및교육사,2,송유진,"월1A,1B 2A,2B",상주캠퍼스 제9호관-110
*,교직,TCHR610-006,교육평가,2,송유진,"월3A,3B 4A,4B",상주캠퍼스 제9호관-110
*,교직,TCHR611-007,교육학개론,2,이위환,"목2A,2B 3A,3B",상주캠퍼스 도서관 및 10호관-105-1
*,교양,CLTR411-069,실용영어1,2,"하이랜드,크리스","화7A,7B 목7A,7B",외국어교육관-424
*,교양,CLTR411-070,실용영어1,2,"하이랜드,크리스","월5A,5B 수5A,5B",외국어교육관-424
*,교양,CLTR411-071,실용영어1,2,"하이랜드,크리스","수6A,6B 금5A,5B",외국어교육관-424
*,교양,CLTR411-072,실용영어1,2,"존슨,오스틴","월3A,3B 금1A,1B",외국어교육관-406
*,교양,CLTR411-073,실용영어1,2,"존슨,오스틴","수1A,1B 금3A,3B",외국어교육관-406
*,교양,CLTR411-074,실용영어1,2,"존슨,오스틴","화3A,3B 목1A,1B",외국어교육관-406
*,교양,CLTR411-075,실용영어1,2,"존슨,오스틴","화5A,5B 목5A,5B",외국어교육관-406
*,교양,CLTR411-076,실용영어1,2,"존슨,오스틴","화6A,6B 목6A,6B",외국어교육관-406
*,교양,CLTR411-077,실용영어1,2,"존슨,오스틴","화7A,7B 목7A,7B",외국어교육관-406
*,교양,CLTR411-078,실용영어1,2,"위드로우, 애덤 크리스토퍼","월3A,3B 금1A,1B",외국어교육관-420
*,교양,CLTR411-079,실용영어1,2,"위드로우, 애덤 크리스토퍼","화1A,1B 목3A,3B",외국어교육관-420
*,교양,CLTR411-080,실용영어1,2,"위드로우, 애덤 크리스토퍼","화3A,3B 목1A,1B",외국어교육관-420
*,교양,CLTR411-081,실용영어1,2,"위드로우, 애덤 크리스토퍼","화5A,5B 목5A,5B",외국어교육관-420
*,교양,CLTR411-082,실용영어1,2,"위드로우, 애덤 크리스토퍼","화6A,6B 목6A,6B",외국어교육관-420
*,교양,CLTR411-083,실용영어1,2,"드니아,토비","월3A,3B 금1A,1B",외국어교육관-423
*,교양,CLTR411-084,실용영어1,2,"드니아,토비","수1A,1B 금3A,3B",외국어교육관-423
*,교양,CLTR411-085,실용영어1,2,"드니아,토비","화6A,6B 목6A,6B",외국어교육관-423
*,교양,CLTR411-086,실용영어1,2,"드니아,토비","월5A,5B 수5A,5B",외국어교육관-423
*,교양,CLTR411-087,실용영어1,2,"드니아,토비","월6A,6B 금6A,6B",외국어교육관-423
*,교양,CLTR411-088,실용영어1,2,"드니아,토비","월7A,7B 금7A,7B",외국어교육관-423
*,기본소양,CLTR411-089,실용영어1,2,"노울, 디터","화1A,1B 목3A,3B",외국어교육관-404
*,기본소양,CLTR411-090,실용영어1,2,"노울, 디터","화2A,2B 목2A,2B",외국어교육관-404
*,기본소양,CLTR411-091,실용영어1,2,"노울, 디터","화5A,5B 목5A,5B",외국어교육관-404
*,기본소양,CLTR411-092,실용영어1,2,"노울, 디터","화7A,7B 목7A,7B",외국어교육관-404
*,기본소양,CLTR411-093,실용영어1,2,"노울, 디터","월7A,7B 금7A,7B",외국어교육관-404
*,기본소양,CLTR411-094,실용영어1,2,"맨티, 타샤 리앤","월1A,1B 수3A,3B",외국어교육관-405
*,기본소양,CLTR411-095,실용영어1,2,"맨티, 타샤 리앤","월3A,3B 금1A,1B",외국어교육관-405
*,기본소양,CLTR411-096,실용영어1,2,"맨티, 타샤 리앤","화1A,1B 목3A,3B",외국어교육관-405
*,기본소양,CLTR411-097,실용영어1,2,"맨티, 타샤 리앤","화2A,2B 목2A,2B",외국어교육관-405
*,기본소양,CLTR411-098,실용영어1,2,"맨티, 타샤 리앤","화3A,3B 목1A,1B",외국어교육관-405
*,기본소양,CLTR411-099,실용영어1,2,워터스 더스틴,"화2A,2B 목2A,2B",외국어교육관-419
*,기본소양,CLTR411-100,실용영어1,2,워터스 더스틴,"화3A,3B 목1A,1B",외국어교육관-419
*,기본소양,CLTR411-101,실용영어1,2,워터스 더스틴,"월5A,5B 수5A,5B",외국어교육관-419
*,기본소양,CLTR411-102,실용영어1,2,워터스 더스틴,"수6A,6B 금5A,5B",외국어교육관-419
*,기본소양,CLTR411-103,실용영어1,2,워터스 더스틴,"월7A,7B 금7A,7B",외국어교육관-419
*,기본소양,CLTR411-104,실용영어1,2,"휴거, 이안 에드먼드","수1A,1B 금3A,3B",외국어교육관-403
*,기본소양,CLTR411-105,실용영어1,2,"휴거, 이안 에드먼드","월5A,5B 수5A,5B",외국어교육관-403
*,기본소양,CLTR411-106,실용영어1,2,"휴거, 이안 에드먼드","수6A,6B 금5A,5B",외국어교육관-403
*,기본소양,CLTR411-107,실용영어1,2,"휴거, 이안 에드먼드","월6A,6B 금6A,6B",외국어교육관-403
*,기본소양,CLTR411-108,실용영어1,2,"휴거, 이안 에드먼드","월7A,7B 금7A,7B",외국어교육관-403
*,기본소양,CLTR412-001,실용영어2,2,"위드로우, 애덤 크리스토퍼","월1A,1B 수3A,3B",외국어교육관-420
*,기본소양,CLTR412-002,실용영어2,2,"존슨,오스틴","화1A,1B 목3A,3B",외국어교육관-406
